"sex","age","socprof","income","marital","depress","sport","nofriend","smoke","nociga","alcabuse","bmi"
"MALE",46,"EMPLOYED IN PRIVATE SECTOR",9000,"MARRIED",11,"YES",0,"YES",20,"YES",37.8583017847485
"FEMALE",65,"EMPLOYED IN PUBLIC SECTOR",3000,"DIVORCED",2,"NO",10,"NO",NA,"NO",22.5465764803607
"FEMALE",27,"UNEMPLOYED",-8,"MARRIED",0,"YES",2,"NO",NA,"NO",26.5337588296461
"FEMALE",56,"EMPLOYED IN PRIVATE SECTOR",3500,"MARRIED",3,"YES",6,"NO",NA,"NO",25.3443526170799
"FEMALE",67,"RETIRED",1600,"MARRIED",4,"NO",3,"NO",NA,"NO",31.25
"FEMALE",31,"EMPLOYED IN PUBLIC SECTOR",2200,"MARRIED",2,"YES",11,"NO",NA,"NO",20.9839876033058
"MALE",38,"EMPLOYED IN PRIVATE SECTOR",2100,"MARRIED",3,"YES",8,"NO",NA,"NO",28.3418553688824
"FEMALE",65,"RETIRED",700,"MARRIED",7,"NO",6,"NO",NA,"NO",31.25
"FEMALE",70,"LONG-TERM SICK/DISABLED",870,"WIDOWED",16,"YES",6,"NO",NA,"NO",37.109375
"FEMALE",62,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",25,"YES",12,"NO",36.0519147572504
"FEMALE",66,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",0,"NO",NA,"NO",28.719723183391
"FEMALE",46,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",1,"YES",3,"NO",NA,"NO",28.125
"FEMALE",19,"PUPIL OR STUDENT",-8,"SINGLE",2,"NO",15,"NO",NA,"NO",22.98190175237
"FEMALE",87,"RETIRED",1300,"WIDOWED",15,"YES",0,"NO",NA,"NO",32.660763536072
"FEMALE",51,"FARMER",250,"MARRIED",4,"YES",10,"NO",NA,"NO",36.4366448542534
"MALE",19,"PUPIL OR STUDENT",150,"SINGLE",0,"NO",10,"NO",NA,"NO",21.3859363528999
"MALE",58,"EMPLOYED IN PRIVATE SECTOR",1700,"MARRIED",7,"YES",10,"YES",20,"NO",25.0995015956112
"FEMALE",63,"RETIRED",1250,"MARRIED",7,"NO",10,"YES",10,"NO",25.9695290858726
"FEMALE",53,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",1,"YES",3,"NO",NA,"NO",21.3039485766759
"FEMALE",26,"EMPLOYED IN PRIVATE SECTOR",1500,"MARRIED",NA,"YES",3,"NO",NA,"NO",NA
"FEMALE",54,"RETIRED",1400,"MARRIED",2,"YES",1,"NO",NA,"NO",33.3205177495835
"MALE",49,"EMPLOYED IN PUBLIC SECTOR",3000,"MARRIED",2,"NO",8,"YES",20,"NO",19.53125
"MALE",42,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",0,"NO",15,"NO",NA,"NO",29.7722280032374
"FEMALE",51,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",4,"YES",10,"YES",5,"NO",23.051754907793
"MALE",59,"UNEMPLOYED",800,"SINGLE",0,"NO",3,"YES",20,"YES",24.5351239669421
"FEMALE",53,"LONG-TERM SICK/DISABLED",485,"MARRIED",6,"YES",4,"NO",NA,"NO",28.734693877551
"FEMALE",73,"RETIRED",1100,"WIDOWED",6,"YES",2,"NO",NA,"NO",26.1224489795918
"MALE",18,"PUPIL OR STUDENT",-8,"SINGLE",1,"NO",6,"YES",15,"NO",20.5150864789799
"FEMALE",87,"RETIRED",1300,"WIDOWED",8,"YES",5,"NO",NA,"NO",31.1111111111111
"MALE",50,"EMPLOYED IN PRIVATE SECTOR",1400,"MARRIED",0,"YES",5,"NO",NA,"NO",NA
"MALE",37,"EMPLOYED IN PRIVATE SECTOR",3500,"MARRIED",2,"YES",2,"YES",40,"NO",29.6296296296296
"MALE",61,"LONG-TERM SICK/DISABLED",1150,"DIVORCED",11,"YES",2,"NO",NA,"NO",23.051754907793
"FEMALE",18,"PUPIL OR STUDENT",NA,"MARRIED",7,"YES",0,"NO",NA,"NO",17.0068027210884
"MALE",46,"OTHER ECONOMICALLY INACTIVE",NA,"WIDOWED",9,"YES",3,"YES",20,"YES",25.7116620752984
"FEMALE",60,"RETIRED",1680,"SINGLE",10,"NO",10,"NO",NA,"NO",28.8888888888889
"FEMALE",61,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",2,"YES",20,"NO",29.7441998810232
"FEMALE",62,"RETIRED",1297,"DIVORCED",8,"YES",20,"NO",NA,"NO",32.660763536072
"FEMALE",75,"RETIRED",1127,"MARRIED",7,"YES",6,"NO",NA,"NO",27.34375
"FEMALE",83,"RETIRED",800,"MARRIED",12,"YES",5,"NO",NA,"NO",26.2595847484332
"FEMALE",26,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",2,"NO",0,"YES",10,"NO",15.98750743605
"FEMALE",25,"PUPIL OR STUDENT",NA,"MARRIED",2,"NO",3,"NO",NA,"NO",19.4674012855831
"FEMALE",73,"RETIRED",1440,"DIVORCED",6,"YES",10,"NO",NA,"NO",30.0432622977087
"FEMALE",50,"OTHER ECONOMICALLY INACTIVE",550,"MARRIED",7,"YES",7,"YES",20,"NO",28.9590001524158
"MALE",45,"EMPLOYED IN PRIVATE SECTOR",3500,"MARRIED",3,"YES",40,"NO",NA,"NO",30.4229678638941
"MALE",45,"OTHER ECONOMICALLY INACTIVE",NA,"WIDOWED",12,"YES",10,"YES",20,"YES",26.5432098765432
"MALE",38,"EMPLOYED IN PUBLIC SECTOR",3000,"SINGLE",1,"NO",5,"NO",NA,"NO",20.338326446281
"FEMALE",70,"RETIRED",1100,"WIDOWED",12,"NO",3,"NO",NA,"NO",27.34375
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",22.265625
"FEMALE",20,"PUPIL OR STUDENT",336,"SINGLE",0,"NO",1,"NO",NA,"NO",18.9370029036738
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",800,"MARRIED",7,"YES",5,"YES",30,"NO",28.4055043555107
"FEMALE",57,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",3,"YES",5,"YES",5,"NO",23.4375
"FEMALE",66,"RETIRED",2200,"WIDOWED",4,"YES",5,"NO",NA,"NO",30.8630068284403
"MALE",56,"EMPLOYED IN PUBLIC SECTOR",3000,"MARRIED",6,"NO",8,"NO",NA,"NO",30.6689049586777
"FEMALE",71,"RETIRED",-8,"MARRIED",5,"YES",8,"NO",NA,"NO",25.9515570934256
"MALE",60,"EMPLOYED IN PRIVATE SECTOR",1400,"MARRIED",7,"YES",10,"NO",NA,"NO",37.1255165289256
"FEMALE",55,"EMPLOYED IN PRIVATE SECTOR",900,"WIDOWED",5,"YES",1,"YES",10,"NO",18.5911303407247
"FEMALE",60,"RETIRED",1500,"MARRIED",3,"YES",5,"YES",15,"NO",27.8158817253467
"FEMALE",23,"UNEMPLOYED",NA,"SINGLE",0,"YES",2,"NO",NA,"NO",19.4771468144044
"MALE",52,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",9,"YES",1,"YES",20,"YES",24.2214532871972
"FEMALE",36,"EMPLOYED IN PRIVATE SECTOR",2500,"MARRIED",2,"YES",4,"NO",NA,"NO",21.2244897959184
"FEMALE",36,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",9,"YES",3,"NO",NA,"NO",24.3865264441396
"MALE",22,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",0,"NO",12,"NO",NA,"NO",24.507401235173
"FEMALE",50,"EMPLOYED IN PUBLIC SECTOR",2500,"MARRIED",7,"YES",6,"NO",NA,"NO",25.6369171607114
"MALE",88,"RETIRED",2450,"WIDOWED",7,"YES",4,"NO",NA,"NO",25.7116620752984
"MALE",22,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",0,"NO",NA,"NO",23.5898354683627
"MALE",22,"FARMER",1300,"SINGLE",1,"NO",5,"NO",NA,"NO",20.9905409714104
"FEMALE",34,NA,-8,"MARRIED",3,"YES",1,"NO",NA,"NO",23.2438016528926
"FEMALE",25,"EMPLOYED IN PRIVATE SECTOR",1300,"SINGLE",0,"NO",4,"NO",NA,"NO",22.3214285714286
"FEMALE",75,"RETIRED",901,"WIDOWED",6,"YES",1,"NO",NA,"NO",27.1808999081726
"MALE",35,"EMPLOYED IN PRIVATE SECTOR",15000,"MARRIED",0,"NO",0,"NO",NA,"NO",27.7574872169467
"MALE",44,"EMPLOYED IN PRIVATE SECTOR",6000,"MARRIED",1,"YES",50,"NO",NA,"NO",26.9896193771626
"FEMALE",29,"EMPLOYED IN PRIVATE SECTOR",1400,"MARRIED",0,"NO",10,"NO",NA,"NO",23.4375
"FEMALE",65,"LONG-TERM SICK/DISABLED",1500,"WIDOWED",10,"YES",2,"NO",NA,"NO",22.5981404958678
"MALE",56,"LONG-TERM SICK/DISABLED",700,"MARRIED",5,"YES",10,"YES",20,"NO",21.1463199091024
"MALE",39,"FARMER",1600,"MARRIED",0,"YES",3,"NO",NA,"YES",24.485652005136
"FEMALE",23,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"NO",6,"NO",NA,"NO",20.829995193078
"MALE",51,"EMPLOYED IN PUBLIC SECTOR",2000,"MARRIED",0,"YES",5,"NO",NA,"NO",29.0547520661157
"MALE",21,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",6,"NO",10,"NO",NA,"NO",21.5029425079221
"MALE",59,"LONG-TERM SICK/DISABLED",1100,"MARRIED",3,"YES",2,"NO",NA,"NO",27.0051309748852
"FEMALE",67,"RETIRED",1430,"MARRIED",1,"YES",10,"NO",NA,"NO",25.6543723973825
"FEMALE",50,"UNEMPLOYED",600,"MARRIED",9,"NO",0,"YES",5,"NO",NA
"MALE",61,"LONG-TERM SICK/DISABLED",1800,"MARRIED",6,"YES",10,"YES",10,"NO",25.4200146092038
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",5,"NO",NA,"NO",22.265625
"FEMALE",76,"LONG-TERM SICK/DISABLED",810,"WIDOWED",9,"YES",2,"YES",20,"NO",22.0317256849864
"FEMALE",53,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",6,"YES",4,"YES",10,"NO",25.5102040816327
"FEMALE",73,"RETIRED",900,"DIVORCED",7,"YES",3,"NO",NA,"NO",29.4117647058824
"FEMALE",23,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",10,"NO",NA,"NO",19.53125
"FEMALE",84,"RETIRED",800,"WIDOWED",15,"YES",40,"NO",NA,"NO",21.9671201814059
"FEMALE",36,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",5,"NO",6,"NO",NA,"NO",22.3081499107674
"FEMALE",71,"RETIRED",700,"MARRIED",9,"NO",10,"NO",NA,"NO",26.1224489795918
"MALE",51,"EMPLOYED IN PUBLIC SECTOR",3200,"MARRIED",0,"YES",4,"NO",NA,"NO",30.8539944903581
"FEMALE",58,"LONG-TERM SICK/DISABLED",900,"MARRIED",1,"YES",6,"NO",NA,"NO",26.5625
"FEMALE",57,"OTHER ECONOMICALLY INACTIVE",600,"MARRIED",1,"YES",8,"NO",NA,"NO",23.8751147842057
"MALE",25,"EMPLOYED IN PRIVATE SECTOR",1800,"MARRIED",3,"NO",2,"NO",NA,"NO",24.5351239669421
"MALE",44,"SELF-EMPLOYED",2000,"MARRIED",4,"YES",4,"YES",20,"NO",26.8406104678381
"MALE",58,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",0,"NO",7,"NO",NA,"NO",18.8267934998018
"MALE",49,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",0,"YES",3,NA,-8,"NO",NA
"MALE",50,"UNEMPLOYED",NA,"SINGLE",3,"NO",10,"YES",10,"YES",31.25
"MALE",29,"EMPLOYED IN PRIVATE SECTOR",3500,"MARRIED",2,"NO",2,"NO",NA,"NO",23.1836734693878
"FEMALE",40,"OTHER ECONOMICALLY INACTIVE",300,"MARRIED",7,"YES",2,"YES",10,"NO",25.3515413737155
"FEMALE",28,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",1,"YES",1,"NO",NA,"NO",30.4878048780488
"FEMALE",36,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",5,"NO",5,"NO",NA,"NO",30.3850156087409
"FEMALE",75,"LONG-TERM SICK/DISABLED",1400,"MARRIED",6,"YES",10,"NO",NA,"NO",31.633714880333
"MALE",69,"RETIRED",2000,"MARRIED",10,"YES",8,"NO",NA,"NO",24.8163265306122
"FEMALE",57,"LONG-TERM SICK/DISABLED",1300,"WIDOWED",4,"YES",3,"NO",NA,"NO",27.0051309748852
"FEMALE",60,"RETIRED",1300,"MARRIED",5,"YES",20,"NO",NA,"NO",26.4380708219837
"FEMALE",41,"SELF-EMPLOYED",4000,"MARRIED",0,"YES",14,"NO",NA,"NO",23.7118446309609
"MALE",48,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",1,"NO",10,"NO",NA,"NO",23.3747260774288
"MALE",61,"RETIRED",1750,"MARRIED",6,"YES",5,"NO",NA,"NO",27.1604938271605
"MALE",27,"PUPIL OR STUDENT",3900,"SINGLE",6,"YES",4,"NO",NA,"NO",24.4192790207869
"FEMALE",58,"RETIRED",700,"MARRIED",5,"YES",3,"NO",NA,"NO",20.8116545265349
"MALE",89,"RETIRED",1700,"MARRIED",12,"YES",4,"NO",NA,"NO",31.138985132231
"FEMALE",22,"PUPIL OR STUDENT",NA,"SINGLE",0,"YES",10,"NO",NA,"NO",21.7994451050337
"MALE",78,"RETIRED",900,"MARRIED",15,"YES",3,"NO",NA,"NO",32.660763536072
"MALE",48,"SELF-EMPLOYED",1500,"MARRIED",0,"NO",10,"YES",10,"NO",20.9041950113379
"FEMALE",25,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",5,"YES",3,"NO",NA,"NO",18.8267934998018
"MALE",48,"EMPLOYED IN PUBLIC SECTOR",6500,"MARRIED",3,"NO",99,"NO",NA,"NO",22.5710475017954
"MALE",22,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",1,"YES",5,"NO",NA,"NO",30.4218496484586
"MALE",64,"RETIRED",1800,"MARRIED",1,"NO",16,"YES",10,"NO",30.9304380760005
"FEMALE",49,"OTHER ECONOMICALLY INACTIVE",520,"MARRIED",4,"YES",3,"YES",20,"NO",24.8357634994392
"FEMALE",25,"EMPLOYED IN PUBLIC SECTOR",1100,"SINGLE",3,"NO",4,"NO",NA,"NO",20.2020202020202
"FEMALE",47,"LONG-TERM SICK/DISABLED",2000,"MARRIED",5,"YES",1,"NO",NA,"NO",22.0931700542861
"FEMALE",50,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",5,"YES",4,"NO",NA,"NO",26.1286108288576
"FEMALE",57,"FARMER",NA,"MARRIED",8,"YES",4,"YES",10,"NO",23.6127508854782
"FEMALE",34,"EMPLOYED IN PUBLIC SECTOR",2100,"MARRIED",3,"YES",5,"NO",NA,"NO",21.9713358572201
"MALE",53,"EMPLOYED IN PRIVATE SECTOR",2000,"MARRIED",NA,"YES",3,"NO",NA,"NO",29.0547520661157
"FEMALE",37,"FARMER",350,"MARRIED",4,"NO",6,"NO",NA,"NO",21.09375
"MALE",59,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",2,"YES",2,"NO",NA,"NO",28.4055043555107
"MALE",27,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",0,"YES",8,"NO",NA,"NO",25.1807851239669
"FEMALE",48,"EMPLOYED IN PRIVATE SECTOR",1200,"DE FACTO SEPARATED",4,"NO",2,"YES",20,"NO",27.8851873884593
"FEMALE",22,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",6,"NO",NA,"NO",22.038567493113
"FEMALE",54,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",4,"NO",4,"NO",NA,"NO",36.8850916481614
"MALE",36,"EMPLOYED IN PRIVATE SECTOR",2900,"MARRIED",1,"NO",0,"NO",NA,"NO",28.4005479635136
"MALE",47,"EMPLOYED IN PRIVATE SECTOR",5000,"MARRIED",2,"YES",4,"NO",NA,"NO",41.6171224732461
"MALE",75,"RETIRED",800,"MARRIED",10,"YES",5,"NO",NA,"NO",27.34375
"FEMALE",56,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",0,"NO",5,"NO",NA,"NO",28.9590001524158
"MALE",24,"EMPLOYED IN PRIVATE SECTOR",1800,"SINGLE",0,"NO",10,"NO",NA,"NO",28.3937263385614
"FEMALE",46,"EMPLOYED IN PUBLIC SECTOR",1500,"MARRIED",2,"YES",3,"YES",3,"NO",28.125
"FEMALE",18,"PUPIL OR STUDENT",NA,"SINGLE",2,"NO",20,"NO",NA,"NO",22.4058769513315
"MALE",41,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",4,"YES",2,"NO",NA,"YES",27.681660899654
"FEMALE",23,"UNEMPLOYED",-8,"SINGLE",0,"NO",10,"NO",NA,"NO",27.0051309748852
"FEMALE",38,"EMPLOYED IN PUBLIC SECTOR",1000,"MARRIED",0,"YES",5,NA,-8,"NO",25.6055363321799
"FEMALE",21,"UNEMPLOYED",NA,"SINGLE",0,"YES",4,"NO",NA,"NO",23.4235574063058
"FEMALE",33,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",4,"YES",5,"YES",10,"NO",20.4152249134948
"FEMALE",27,"UNEMPLOYED",NA,"MARRIED",6,"YES",2,"YES",10,"NO",25.2993759487266
"FEMALE",35,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",1,"NO",10,"NO",NA,"NO",18.066167337875
"FEMALE",20,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",3,"YES",8,"NO",21.952479338843
"FEMALE",58,"RETIRED",1400,"MARRIED",5,"NO",6,"NO",NA,"YES",26.0374939913475
"FEMALE",80,"RETIRED",1670,"WIDOWED",7,"NO",12,"NO",NA,"NO",24.9770431588613
"MALE",31,"EMPLOYED IN PRIVATE SECTOR",3000,"MARRIED",0,"NO",4,"YES",15,"NO",25.469387755102
"MALE",42,"EMPLOYED IN PRIVATE SECTOR",2100,"MARRIED",1,"NO",10,"NO",NA,"NO",29.7080126754187
"FEMALE",30,"OTHER ECONOMICALLY INACTIVE",1000,"SINGLE",2,"YES",6,"NO",NA,"NO",18.732782369146
"FEMALE",37,"EMPLOYED IN PRIVATE SECTOR",4200,"DIVORCED",1,"YES",13,"NO",NA,"NO",30.4878048780488
"MALE",62,"RETIRED",1600,"MARRIED",8,"YES",4,"NO",NA,"NO",25.8264462809917
"MALE",71,"LONG-TERM SICK/DISABLED",900,"MARRIED",11,"YES",2,"NO",NA,"NO",23.0300453514739
"FEMALE",19,"PUPIL OR STUDENT",NA,"SINGLE",1,"YES",2,"NO",NA,"NO",24.4897959183673
"FEMALE",31,"EMPLOYED IN PRIVATE SECTOR",-8,"SINGLE",0,"YES",2,"NO",NA,"NO",20.0773349196907
"FEMALE",52,"EMPLOYED IN PUBLIC SECTOR",-8,"WIDOWED",5,"NO",15,"NO",NA,"NO",28.3446712018141
"FEMALE",18,"OTHER ECONOMICALLY INACTIVE",NA,"SINGLE",1,"YES",0,"NO",NA,"NO",18.4013429752066
"FEMALE",69,"RETIRED",1300,"WIDOWED",11,"YES",20,"NO",NA,"NO",25.5102040816327
"FEMALE",80,"RETIRED",-8,"MARRIED",11,"YES",5,"NO",NA,"NO",23.8894628099174
"FEMALE",46,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",5,"YES",8,"YES",20,"NO",20.5693296602388
"FEMALE",47,"EMPLOYED IN PUBLIC SECTOR",2400,"MARRIED",3,NA,5,"NO",NA,"NO",26.4462809917355
"MALE",58,"EMPLOYED IN PUBLIC SECTOR",5000,"MARRIED",4,"NO",3,"NO",NA,"NO",33.9520144861929
"FEMALE",85,"LONG-TERM SICK/DISABLED",1300,"WIDOWED",9,"YES",5,"NO",NA,"NO",30.859375
"FEMALE",33,"EMPLOYED IN PUBLIC SECTOR",-8,"MARRIED",0,"YES",5,"NO",NA,"NO",22.4712087637714
"FEMALE",35,"UNEMPLOYED",500,"MARRIED",0,"NO",5,"NO",NA,"NO",24.1671624033314
"MALE",56,"EMPLOYED IN PRIVATE SECTOR",1500,"SINGLE",7,"YES",2,"NO",NA,"NO",25.8264462809917
"FEMALE",31,"OTHER ECONOMICALLY INACTIVE",678,"MARRIED",2,"YES",4,"NO",NA,"NO",24.1671624033314
"FEMALE",63,"RETIRED",900,"MARRIED",7,"YES",2,"NO",NA,"NO",30.4878048780488
"FEMALE",56,"OTHER ECONOMICALLY INACTIVE",-8,"WIDOWED",8,"YES",2,"YES",10,"NO",17.6253805479891
"MALE",76,"RETIRED",2400,"MARRIED",4,"NO",10,"NO",NA,"NO",28.0403781445281
"FEMALE",59,"LONG-TERM SICK/DISABLED",1180,"WIDOWED",9,"YES",3,"NO",NA,"NO",19.3821446936434
"FEMALE",67,"LONG-TERM SICK/DISABLED",720,"WIDOWED",16,"YES",0,"NO",NA,"NO",33.9125133363816
"FEMALE",60,"RETIRED",1100,"MARRIED",4,"YES",20,"YES",30,"NO",27.34375
"FEMALE",17,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",2,"NO",NA,"NO",20.0692041522491
"MALE",54,"EMPLOYED IN PRIVATE SECTOR",1250,"MARRIED",7,"NO",6,"NO",NA,"NO",32
"MALE",37,"EMPLOYED IN PRIVATE SECTOR",4000,"MARRIED",2,"NO",2,"NO",NA,"NO",23.6712536295922
"MALE",39,"SELF-EMPLOYED",4000,"SINGLE",4,"YES",4,"YES",10,"NO",23.8754325259516
"FEMALE",63,"RETIRED",1100,"MARRIED",3,"NO",0,"NO",NA,"NO",27.34375
"MALE",61,"RETIRED",2800,"MARRIED",3,"NO",9,"NO",NA,"NO",27.7574872169467
"FEMALE",57,"LONG-TERM SICK/DISABLED",800,"WIDOWED",7,"NO",0,"YES",20,"NO",20.829995193078
"MALE",77,"RETIRED",1400,"WIDOWED",6,"YES",10,"NO",NA,"NO",24.034609838167
"MALE",58,"EMPLOYED IN PUBLIC SECTOR",900,"MARRIED",2,"YES",10,"NO",NA,"NO",29.7080126754187
"MALE",32,"FARMER",3500,"MARRIED",0,"YES",0,"NO",NA,"NO",31.1418685121107
"MALE",64,"LONG-TERM SICK/DISABLED",890,"MARRIED",5,"YES",7,"NO",NA,"NO",31.4076648067092
"FEMALE",23,"OTHER ECONOMICALLY INACTIVE",-8,"SINGLE",5,"NO",2,"NO",NA,"NO",34.6020761245675
"FEMALE",63,"RETIRED",2300,"DIVORCED",2,"YES",8,"NO",NA,"NO",25.6895619253651
"FEMALE",31,"EMPLOYED IN PUBLIC SECTOR",-8,"SINGLE",0,"NO",3,"NO",NA,"NO",21.8870763653774
"FEMALE",20,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",1,"NO",NA,"NO",19.4330132601738
"FEMALE",74,"RETIRED",815,"MARRIED",9,"YES",0,"NO",NA,"NO",26.346494034401
"MALE",82,"RETIRED",1200,"MARRIED",7,"YES",6,"NO",NA,"NO",24.6913580246914
"FEMALE",88,"RETIRED",890,"WIDOWED",9,"YES",5,"NO",NA,"NO",24.609375
"FEMALE",31,"LONG-TERM SICK/DISABLED",800,"SINGLE",4,"YES",1,"NO",NA,"NO",33.7325012649688
"MALE",43,"RETIRED",2500,"MARRIED",5,"NO",12,"YES",30,"NO",25.7629805786762
"MALE",30,"FARMER",-8,"SINGLE",1,"YES",30,"YES",20,"NO",29.0547520661157
"FEMALE",35,"EMPLOYED IN PRIVATE SECTOR",-8,"MARRIED",0,"NO",5,"NO",NA,"NO",23.4375
"FEMALE",25,"EMPLOYED IN PRIVATE SECTOR",1300,"SINGLE",2,"NO",1,"NO",NA,"YES",19.6505617497544
"MALE",19,"PUPIL OR STUDENT",NA,"SINGLE",0,"NO",2,"NO",NA,"NO",22.0688094160254
"FEMALE",42,"EMPLOYED IN PRIVATE SECTOR",1300,"MARRIED",0,"YES",6,"YES",10,"NO",20.8209399167162
"FEMALE",71,"RETIRED",1000,"MARRIED",7,"YES",0,"NO",NA,"NO",24.2424242424242
"MALE",54,"EMPLOYED IN PUBLIC SECTOR",3000,"MARRIED",3,"YES",0,"NO",NA,"NO",25.8264462809917
"MALE",38,"SELF-EMPLOYED",4000,"MARRIED",3,"NO",5,"YES",20,"NO",25.6055363321799
"MALE",73,"RETIRED",1100,"MARRIED",7,"YES",10,"NO",NA,"NO",24.2214532871972
"FEMALE",48,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",3,"YES",2,"NO",NA,"NO",28.0102237316621
"MALE",55,"SELF-EMPLOYED",3000,"MARRIED",0,"YES",20,"NO",NA,"NO",24.2214532871972
"FEMALE",33,"EMPLOYED IN PRIVATE SECTOR",960,"MARRIED",5,"YES",3,"NO",NA,"NO",24.9134948096886
"FEMALE",75,"RETIRED",700,"WIDOWED",10,"YES",2,"NO",NA,"NO",22.4913494809689
"MALE",48,"LONG-TERM SICK/DISABLED",1200,"MARRIED",4,"YES",5,"NO",NA,"NO",29.0367377856331
"MALE",17,"PUPIL OR STUDENT",NA,"SINGLE",1,"NO",5,"NO",NA,"NO",27.7274784970575
"FEMALE",62,"LONG-TERM SICK/DISABLED",1700,"WIDOWED",1,"YES",3,"NO",NA,"NO",25.7116620752984
"MALE",53,"EMPLOYED IN PUBLIC SECTOR",1800,"MARRIED",7,"NO",0,"NO",NA,"NO",31.7417889003976
"FEMALE",71,"OTHER ECONOMICALLY INACTIVE",NA,"MARRIED",9,"YES",10,"NO",NA,"NO",32.0512820512821
"FEMALE",40,"OTHER ECONOMICALLY INACTIVE",300,"MARRIED",0,"YES",10,"NO",NA,"NO",18.7783446712018
"FEMALE",20,"PUPIL OR STUDENT",-8,"SINGLE",1,"NO",2,"NO",NA,"NO",24.8163265306122
"MALE",74,"RETIRED",850,"WIDOWED",11,"YES",5,"NO",NA,"NO",25.1038781163435
"FEMALE",42,"EMPLOYED IN PRIVATE SECTOR",1000,"MARRIED",0,"NO",2,"NO",NA,"NO",27.4076572777871
"FEMALE",41,"SELF-EMPLOYED",-8,"MARRIED",0,"NO",8,"NO",NA,"YES",27.0841590698903
"MALE",59,"SELF-EMPLOYED",7500,"MARRIED",3,"NO",20,"NO",NA,"NO",32.6530612244898
"MALE",55,"EMPLOYED IN PUBLIC SECTOR",1720,"MARRIED",8,"NO",6,"NO",NA,"NO",29.757785467128
"FEMALE",30,"UNEMPLOYED",NA,"MARRIED",2,"YES",0,"NO",NA,"NO",20.8116545265349
"FEMALE",75,"RETIRED",1333,"WIDOWED",8,"YES",3,"NO",NA,"NO",27.34375
"MALE",22,"OTHER ECONOMICALLY INACTIVE",-8,"MARRIED",3,"YES",2,"NO",NA,"YES",20.6541421457673
"FEMALE",54,"EMPLOYED IN PRIVATE SECTOR",1031,"MARRIED",5,"YES",10,"YES",15,"NO",28.0403781445281
"FEMALE",44,"EMPLOYED IN PUBLIC SECTOR",1200,"MARRIED",0,"NO",10,"YES",20,"NO",27.5133848899465
"MALE",25,"EMPLOYED IN PRIVATE SECTOR",2000,"SINGLE",0,"YES",4,"YES",20,"NO",25.469387755102
"MALE",61,"RETIRED",1400,"MARRIED",0,"YES",4,"NO",NA,"NO",34.339633909642
"MALE",90,"RETIRED",1200,"MARRIED",18,"YES",6,"NO",NA,"NO",24.4444444444444
"MALE",49,"EMPLOYED IN PUBLIC SECTOR",1100,"MARRIED",4,"YES",2,"YES",40,"NO",29.7441998810232
"FEMALE",38,"EMPLOYED IN PRIVATE SECTOR",1800,"WIDOWED",8,"YES",6,"YES",10,"NO",24.441802087462
"FEMALE",79,"RETIRED",1320,"MARRIED",9,"YES",4,"NO",NA,"NO",20.8116545265349
